experiment, filename , dur , f0mnhz , f0mdhz , f0sdhz , f0mihz , f0mahz , f0rghz , f0mnvst , f0mdvst , f0sdvst , f0mivst , f0mavst , f0rgvst, inmn , inmd , inrange , jitloc , jitrap , jitppq5 , periodsd , shimloc , shimapq11 , shimapq3 , h1mh2mn , slopen0114 , slopen5228 , mnHNR , mnNHR, jitlocvr , jitrapvr , shimlocvr , shimapq3vr 
F0,eq_08Perc_LoF0_3_7_con,1.799,96.4,87.9,17.8,75.3,127.4,52,78.82,77.48,3.09,-4.89,4.19,9.07,70,66.3,21.2,0.01866,0.00491,0.00973,0.0017,0.09176,0.08553,0.02458,3.5,-14.6,-16.9,12.5,0.1349,0.01866,0.00491,0.09176,0.02458
F0,eq_08Perc_LoF0_3_9_con,1.834,94.7,91.3,14.7,76.9,135.1,58.2,78.6,78.15,2.5,-4.54,5.21,9.75,70,67.7,26.3,0.0203,0.00576,0.0111,0.0016,0.13474,0.0457,0.05701,-0.75,-17.7,-19.6,12.5,0.1413,0.0203,0.00576,0.13474,0.05701
F0,eq_08Perc_LoF0_4_10_con,2.848,174.3,176.4,22.1,122.3,212.5,90.2,89.21,89.55,2.23,3.49,13.04,9.55,70,66.9,27.3,0.00799,0.00162,0.00311,0.0007,0.06095,0.04475,0.02239,0.36,-13.9,-16.1,17.9,0.0715,0.00799,0.00162,0.06095,0.02239
F0,eq_08Perc_LoF0_4_1_con,2.242,180.4,187.2,28.9,127.4,231.2,103.8,89.71,90.58,2.89,4.19,14.51,10.32,70,67.5,31.5,0.01054,0.00187,0.00377,0.0009,0.07723,0.08696,0.0224,4.36,-15.8,-19.4,16.9,0.0767,0.01054,0.00187,0.07723,0.0224
F0,eq_08Perc_LoF0_4_2_con,2.343,173.6,163.8,26.6,131.4,218.3,86.9,89.07,88.27,2.64,4.73,13.51,8.78,70,67.5,30.2,0.01026,0.00266,0.00488,0.0009,0.09367,0.09482,0.02467,4.35,-16.2,-18.9,17.1,0.1078,0.01026,0.00266,0.09367,0.02467
F0,eq_08Perc_LoF0_4_4_con,2.66,176.9,176.5,30.5,122.4,262.2,139.8,89.35,89.56,2.9,3.5,16.69,13.19,70,67.7,42.2,0.01076,0.00239,0.00467,0.001,0.07506,0.06228,0.02284,4.99,-14,-14.9,16.6,0.0812,0.01076,0.00239,0.07506,0.02284
F0,eq_08Perc_LoF0_4_5_con,3.071,164.4,161.9,21.1,123.5,239.5,116,88.19,88.07,2.16,3.65,15.12,11.47,70,68.2,22.7,0.01444,0.00319,0.00681,0.0008,0.09042,0.07264,0.02944,4.74,-14.5,-14.5,15.6,0.1124,0.01444,0.00319,0.09042,0.02944
F0,eq_08Perc_LoF0_4_6_con,2.928,161.1,155.3,26.7,115.3,223,107.6,87.76,87.35,2.77,2.48,13.86,11.38,70,67.2,22.8,0.00976,0.00184,0.00376,0.001,0.11397,0.09405,0.0459,5.89,-12.6,-17.7,16.3,0.0834,0.00976,0.00184,0.11397,0.0459
F0,eq_08Perc_LoF0_4_7_con,2.589,167.6,156.2,31.9,125.9,243.2,117.3,88.38,87.44,3.15,3.98,15.39,11.4,70,67.2,29,0.01086,0.00252,0.00499,0.0012,0.09969,0.08719,0.03012,6.89,-16,-20.2,15.8,0.1038,0.01086,0.00252,0.09969,0.03012
F0,eq_08Perc_LoF0_4_9_con,2.532,178.6,174.7,40.8,119.2,270,150.8,89.35,89.39,3.71,3.05,17.19,14.15,70,68.5,24.9,0.00897,0.00153,0.00318,0.0012,0.07826,0.07577,0.0265,1.7,-14.9,-17.3,16.9,0.0766,0.00897,0.00153,0.07826,0.0265
F0,eq_08Perc_LoF0_5_10_con,2.091,189.9,188.9,18.1,154.7,229.6,75,90.75,90.74,1.66,7.55,14.39,6.84,70,69.4,20.7,0.00678,0.00138,0.00282,0.0005,0.07063,0.05718,0.02716,1.98,-14.8,-17.7,17.3,0.0739,0.00678,0.00138,0.07063,0.02716
F0,eq_08Perc_LoF0_5_1_con,1.909,197.2,195.7,24.8,157.2,248.1,90.9,91.35,91.35,2.14,7.83,15.73,7.9,70,69.2,30.1,0.00885,0.00198,0.00433,0.0006,0.10545,0.11065,0.03009,3.78,-15.4,-18.1,17,0.0844,0.00885,0.00198,0.10545,0.03009
F0,eq_08Perc_LoF0_5_2_con,1.994,213,213.6,30,172.9,265.9,93,92.65,92.86,2.42,9.48,16.93,7.44,70,69.5,30.4,0.00671,0.00168,0.00349,0.0006,0.0768,0.0861,0.02123,4.11,-14.1,-14.6,18,0.0884,0.00671,0.00168,0.0768,0.02123
F0,eq_08Perc_LoF0_5_4_con,2.111,200.7,204.7,22.6,154.6,240.1,85.5,91.67,92.13,1.97,7.56,15.16,7.6,70,69.6,32.9,0.00656,0.00131,0.00235,0.0006,0.0816,0.07347,0.02665,0.58,-14.1,-15.3,17,0.0741,0.00656,0.00131,0.0816,0.02665
F0,eq_08Perc_LoF0_5_5_con,2.36,202.8,194.1,31.8,159.5,266.9,107.4,91.76,91.21,2.65,8.08,16.98,8.9,70,69.1,21.1,0.00757,0.00143,0.00294,0.0008,0.08891,0.08638,0.02693,-0.27,-12.4,-12.9,16.4,0.0704,0.00757,0.00143,0.08891,0.02693
F0,eq_08Perc_LoF0_5_6_con,2.081,202.7,197.9,25.3,156.9,244.5,87.6,91.83,91.55,2.16,7.8,15.48,7.68,70,67.9,20.5,0.00577,0.00108,0.00231,0.0006,0.11543,0.10185,0.04496,3.95,-15,-18.5,18.6,0.0439,0.00577,0.00108,0.1156,0.04484
F0,eq_08Perc_LoF0_5_7_con,2.226,213,204.4,35.2,155,294.2,139.2,92.59,92.1,2.81,7.67,18.68,11.01,70,69.2,24.3,0.00844,0.00175,0.00372,0.0008,0.07844,0.08042,0.02101,1.79,-11.6,-15.6,17,0.0723,0.00844,0.00175,0.07844,0.02101
F0,eq_08Perc_LoF0_5_9_con,1.991,215.9,201.5,46.6,162.3,316,153.7,92.68,91.85,3.51,8.38,19.92,11.53,70,68.3,22.1,0.00602,0.00105,0.00218,0.0009,0.09184,0.11582,0.03318,2.13,-14.2,-20.5,17,0.0716,0.00602,0.00105,0.09184,0.03318
F0,eq_08Perc_LoF0_6_10_con,1.984,176.8,176.1,15.2,138.1,207.7,69.6,89.53,89.52,1.52,5.59,12.65,7.06,70,67.9,19.6,0.00696,0.00114,0.00257,0.0005,0.06006,0.07185,0.01661,2.55,-15.3,-26.7,19.4,0.0461,0.00696,0.00114,0.06006,0.01661
F0,eq_08Perc_LoF0_6_1_con,2.068,178.4,172,23.5,141.5,239.4,97.9,89.6,89.12,2.23,6.01,15.12,9.1,70,68,25.6,0.00955,0.00193,0.00362,0.0007,0.08141,0.08345,0.02326,6.41,-16.2,-21.2,17.5,0.0695,0.00955,0.00193,0.08141,0.02326
F0,eq_08Perc_LoF0_6_2_con,2.056,173.8,168.6,17.7,147.7,205.9,58.2,89.21,88.77,1.73,6.75,12.5,5.75,70,68.6,30.9,0.00594,0.00122,0.00231,0.0006,0.06914,0.05835,0.02569,1.73,-19.9,-19.2,19.4,0.042,0.00594,0.00122,0.06914,0.02569
F0,eq_08Perc_LoF0_6_4_con,2.808,174.3,179.4,19.5,133,216.1,83.1,89.23,89.85,1.97,4.94,13.34,8.4,70,68,31.1,0.00806,0.00147,0.00319,0.0007,0.06508,0.05698,0.0171,0.03,-19,-20.7,19.7,0.0532,0.00806,0.00147,0.06508,0.0171
F0,eq_08Perc_LoF0_6_5_con,2.668,181.5,178.1,27.3,124.4,249.9,125.5,89.86,89.72,2.55,3.78,15.85,12.07,70,68.6,19.1,0.01105,0.00187,0.00396,0.0008,0.08702,0.09728,0.03048,4.35,-16.6,-21.4,17.4,0.0567,0.01105,0.00187,0.08702,0.03048
F0,eq_08Perc_LoF0_6_6_con,2.11,179.1,176.9,19.9,146,218,72,89.71,89.6,1.93,6.55,13.49,6.94,70,68.4,19.6,0.00663,0.00137,0.00278,0.0006,0.07539,0.07504,0.0285,1.69,-14.3,-23.8,19.4,0.0538,0.00663,0.00137,0.07539,0.0285
F0,eq_08Perc_LoF0_6_7_con,2.377,169.8,164.3,18.9,137.7,236,98.3,88.79,88.32,1.88,5.54,14.85,9.32,70,68.6,23.2,0.00931,0.0025,0.00453,0.0006,0.09313,0.09278,0.03138,4.74,-18.4,-21.3,17.8,0.0716,0.00931,0.0025,0.09287,0.03066
F0,eq_08Perc_LoF0_6_9_con,2.296,173.4,171.5,24.2,139.7,236.3,96.6,89.1,89.07,2.32,5.81,14.89,9.08,70,69.8,19.6,0.00701,0.00133,0.00289,0.0008,0.0662,0.06307,0.01823,1.34,-16.4,-22.6,18.7,0.0404,0.00701,0.00133,0.0662,0.01823
F0,eq_08Perc_LoF0_7_10_con,1.92,101,101.5,9.2,83.6,118.1,34.5,79.82,79.99,1.6,-3.1,2.88,5.98,70,68,19.9,0.01481,0.00436,0.00909,0.0009,0.13288,0.09185,0.03718,-0.68,-19.2,-21.9,14.7,0.0806,0.01481,0.00436,0.13288,0.03718
F0,eq_08Perc_LoF0_7_1_con,1.793,103.5,101.5,9.9,86.6,121.5,34.9,80.25,79.98,1.65,-2.49,3.37,5.87,70,67.2,28.3,0.01354,0.00372,0.00826,0.0009,0.12115,0.22885,0.03456,-3.09,-18.3,-18.1,12.9,0.0949,0.01354,0.00372,0.12115,0.03456
F0,eq_08Perc_LoF0_7_2_con,1.914,105.6,106.9,9.8,88.3,121.6,33.4,80.59,80.89,1.62,-2.15,3.39,5.54,70,68.9,29.3,0.01175,0.00338,0.0069,0.0009,0.12681,0.08636,0.04766,-0.03,-19.1,-14.7,14.5,0.0779,0.01175,0.00338,0.12681,0.04766
F0,eq_08Perc_LoF0_7_4_con,2.065,107.3,108.7,5.6,93.7,118.6,24.9,80.92,81.17,0.92,-1.13,2.93,4.06,70,67.8,35.3,0.01088,0.00375,0.00724,0.0005,0.08993,0.11078,0.02942,-0.42,-22.6,-17.3,14.9,0.1202,0.01088,0.00375,0.08993,0.02942
F0,eq_08Perc_LoF0_7_5_con,2.621,98.2,97.1,7,85.2,115.1,30,79.36,79.22,1.23,-2.77,2.42,5.2,70,68.6,17.9,0.01704,0.006,0.00993,0.0019,0.13591,0.12926,0.04792,-2.85,-17.5,-17.3,13.4,0.1411,0.01704,0.006,0.13591,0.04792
F0,eq_08Perc_LoF0_7_6_con,2.025,102.2,100.8,7.4,88.2,118.4,30.2,80.06,79.86,1.24,-2.17,2.92,5.09,70,67.9,17,0.01487,0.00425,0.00819,0.0007,0.18299,0.14836,0.09114,-1.13,-16.4,-21.9,13.3,0.1016,0.01487,0.00425,0.18299,0.09114
F0,eq_08Perc_LoF0_7_7_con,1.921,108.3,107.3,10.1,92.6,135.4,42.8,81.03,80.94,1.58,-1.31,5.25,6.56,70,68.2,23.3,0.01389,0.0039,0.0078,0.0009,0.11839,0.10006,0.03766,0.32,-20.1,-18.2,12.9,0.1249,0.01389,0.0039,0.11839,0.03766
F0,eq_08Perc_LoF0_7_9_con,1.92,103.7,100.6,12.4,84.3,134.9,50.6,80.24,79.82,1.99,-2.94,5.18,8.12,70,68.4,21.2,0.01464,0.00387,0.00775,0.0011,0.11241,0.08367,0.04013,-0.75,-17.4,-20.4,13.8,0.1121,0.01464,0.00387,0.11241,0.04013
F0,eq_08Perc_LoF0_8_10_con,1.452,110.7,111.3,7.6,93.2,126,32.8,81.44,81.57,1.2,-1.22,4,5.22,70,67.9,21.8,0.0146,0.00459,0.00894,0.0006,0.16023,0.19107,0.04714,-0.92,-15.7,-20,13.1,0.1417,0.0146,0.00459,0.16023,0.04714
F0,eq_08Perc_LoF0_8_1_con,1.531,104.8,106,5.8,92.5,119,26.5,80.51,80.73,0.97,-1.35,3.01,4.36,70,66.5,25.4,0.01548,0.00476,0.00988,0.0005,0.13777,0.08594,0.04442,0.08,-15,-18.2,12.4,0.1217,0.01548,0.00476,0.13777,0.04442
F0,eq_08Perc_LoF0_8_2_con,1.562,112.9,114.1,9,88.2,126.6,38.4,81.76,82,1.41,-2.18,4.07,6.25,70,68,24.8,0.01698,0.00563,0.01119,0.0007,0.17699,0.07309,0.05558,-1.21,-17.3,-12.8,11.8,0.1836,0.01698,0.00563,0.17699,0.05558
F0,eq_08Perc_LoF0_8_4_con,1.876,111.3,113.1,6,95.8,121.1,25.3,81.56,81.86,0.96,-0.72,3.31,4.04,70,66.6,39.4,0.01439,0.00502,0.00998,0.0005,0.14392,0.12397,0.06411,-3.44,-17.2,-14.6,14,0.1135,0.01439,0.00502,0.14392,0.06411
F0,eq_08Perc_LoF0_8_5_con,1.95,108.2,107.1,12.2,87.9,130.8,42.9,80.98,80.91,1.94,-2.23,4.65,6.88,70,68.4,22.5,0.01785,0.00602,0.01122,0.001,0.14995,0.17863,0.0457,-3.21,-15.9,-17.6,12.4,0.1307,0.01785,0.00602,0.14995,0.0457
F0,eq_08Perc_LoF0_8_6_con,1.671,110.7,108,9.6,92.5,126.1,33.5,81.42,81.06,1.5,-1.34,4.01,5.35,70,66.1,21.7,0.01545,0.00472,0.00962,0.0008,0.12525,0.05337,0.03689,-0.87,-14.8,-21.6,12.8,0.1265,0.01545,0.00472,0.12525,0.03689
F0,eq_08Perc_LoF0_8_7_con,1.652,115,112.2,13.3,94.3,149.4,55,82.04,81.72,1.92,-1.01,6.93,7.94,70,66,31,0.01727,0.00512,0.01062,0.001,0.15815,0.20788,0.05436,-0.98,-16.1,-17.5,12,0.136,0.01727,0.00512,0.15815,0.05436
F0,eq_08Perc_LoF0_8_9_con,1.538,119.1,112.5,19.6,95.3,161.9,66.6,82.54,81.76,2.68,-0.83,8.34,9.17,70,68.1,27,0.01337,0.00357,0.00717,0.0013,0.10078,0.12883,0.03197,-4.05,-14.8,-20,13.2,0.1353,0.01337,0.00357,0.10078,0.03197
F0,eq_16Perc_HiF0_1_10_con,1.923,106.2,103.2,14.2,87.8,133.1,45.3,80.62,80.28,2.27,-2.23,4.95,7.18,70,67.5,26.1,0.01782,0.00597,0.01128,0.0025,0.11406,0.10209,0.04254,0.43,-18.9,-25.5,14.4,0.1263,0.01782,0.00597,0.11406,0.04254
F0,eq_16Perc_HiF0_1_1_con,1.797,108.8,106.8,15.4,87,133.1,46.1,81.02,80.86,2.44,-2.38,4.95,7.33,70,69.7,21.1,0.01745,0.00427,0.00795,0.0013,0.12688,0.15682,0.04423,-2.11,-18.7,-21.6,14.2,0.1176,0.01745,0.00427,0.12688,0.04423
F0,eq_16Perc_HiF0_1_2_con,1.829,111.3,115.1,17.4,86.8,136.8,50.1,81.36,82.15,2.76,-2.45,5.43,7.88,70,68.6,23.2,0.01947,0.00708,0.01389,0.0022,0.12642,0.03891,0.04724,-1.13,-17.7,-17.8,12.9,0.174,0.01947,0.00708,0.12642,0.04724
F0,eq_16Perc_HiF0_1_4_con,1.636,112.6,113.7,10,92.7,129.5,36.8,81.71,81.95,1.54,-1.31,4.47,5.78,70,69.7,27.8,0.0139,0.0038,0.00779,0.0008,0.1375,0.23656,0.05609,0.67,-17,-16.4,15.2,0.0681,0.0139,0.0038,0.1375,0.05609
F0,eq_16Perc_HiF0_1_5_con,2.786,106.5,106.8,12.6,86.5,142.1,55.6,80.69,80.87,2,-2.51,6.08,8.59,70,69,20.5,0.01724,0.00686,0.01098,0.0011,0.10863,0.08209,0.04606,-1.32,-15.8,-15.2,13.7,0.1172,0.01724,0.00686,0.10863,0.04606
F0,eq_16Perc_HiF0_1_6_con,2.007,108.2,106.1,15,86.8,131.7,44.9,80.93,80.76,2.42,-2.45,4.77,7.22,70,67.5,26,0.01896,0.00718,0.01212,0.0013,0.1109,0.09498,0.0518,-2.55,-19.9,-25,14.3,0.1186,0.01896,0.00718,0.1109,0.0518
F0,eq_16Perc_HiF0_1_7_con,1.856,106.7,100.8,15,88.8,142.9,54.1,80.68,79.86,2.36,-2.06,6.16,8.22,70,68.4,25.5,0.01535,0.00469,0.00852,0.0012,0.10268,0.10805,0.04592,-0.69,-13.9,-20.9,15.1,0.1117,0.01535,0.00469,0.10268,0.04592
F0,eq_16Perc_HiF0_1_9_con,1.965,110.7,103.3,21.8,87.2,160.3,73.1,81.17,80.29,3.22,-2.37,8.16,10.53,70,69.5,15.3,0.01362,0.00365,0.00662,0.0016,0.13093,0.13521,0.05939,1.41,-17.3,-21.3,14.2,0.1011,0.01362,0.00365,0.13093,0.05939
F0,eq_16Perc_HiF0_2_10_con,2.119,224.3,216.3,27.8,179.3,274.1,94.7,93.58,93.08,2.13,10.11,17.46,7.34,70,67.3,17.7,0.00572,0.0012,0.00237,0.0005,0.10046,0.10061,0.04545,5.72,-13.2,-16.7,14.1,0.0996,0.00572,0.0012,0.10046,0.04545
F0,eq_16Perc_HiF0_2_1_con,2.24,257.2,265.4,39.4,181.1,312.6,131.5,95.87,96.62,2.75,10.28,19.73,9.45,70,69.2,21,0.00716,0.00137,0.00233,0.0007,0.10411,0.10536,0.04381,8.59,-16.8,-18.1,15.4,0.0742,0.00716,0.00137,0.10393,0.04365
F0,eq_16Perc_HiF0_2_2_con,1.86,228.8,228.3,35.3,182.8,291.5,108.7,93.86,94.02,2.64,10.45,18.52,8.08,70,67.4,24.9,0.00759,0.00198,0.00359,0.0008,0.09466,0.0961,0.04028,4.85,-17.9,-15,14,0.1535,0.00759,0.00198,0.09496,0.04037
F0,eq_16Perc_HiF0_2_4_con,2.091,230.6,233.4,23.3,194.3,279.3,85,94.11,94.4,1.75,11.5,17.78,6.28,70,67.3,26.3,0.00595,0.0014,0.0024,0.0004,0.09579,0.09145,0.03891,4.26,-13.9,-15.6,15.2,0.0946,0.00595,0.0014,0.09579,0.03891
F0,eq_16Perc_HiF0_2_5_con,2.54,222.4,216.1,21.4,192.4,276,83.6,93.48,93.06,1.63,11.34,17.58,6.23,70,69.1,16.3,0.00789,0.00201,0.00349,0.0008,0.11681,0.11992,0.04986,3.62,-13.9,-14.6,14,0.1206,0.00789,0.00201,0.11667,0.04968
F0,eq_16Perc_HiF0_2_6_con,2.419,233.9,224.3,35,190.4,308.7,118.3,94.25,93.71,2.5,11.15,19.51,8.36,70,68.5,16.4,0.00806,0.00207,0.00338,0.0009,0.09034,0.09988,0.03804,6.89,-15,-15.5,14.8,0.1259,0.00806,0.00207,0.09034,0.03804
F0,eq_16Perc_HiF0_2_7_con,2.135,216.7,208.8,26.3,180.9,270.7,89.8,92.99,92.47,2.03,10.26,17.24,6.98,70,68,16.8,0.00784,0.00213,0.00428,0.0005,0.11856,0.11214,0.05354,2.82,-16.4,-16,14,0.1307,0.00784,0.00213,0.11856,0.05354
F0,eq_16Perc_HiF0_2_9_con,1.918,213.9,212.4,60.4,90.1,336.5,246.3,92.14,92.76,5.29,-1.8,21.01,22.8,70,68.9,19.5,0.01084,0.00303,0.00413,0.0017,0.11837,0.11258,0.05065,1.9,-16.6,-21.1,13.5,0.1283,0.01084,0.00303,0.11837,0.05065
F0,eq_16Perc_HiF0_3_10_con,1.617,113.8,113,15.2,87.5,143.5,56,81.8,81.84,2.31,-2.32,6.25,8.56,70,66.7,21.9,0.0184,0.00496,0.00975,0.0011,0.11545,0.18619,0.03943,1.37,-13.7,-22.3,13.1,0.1245,0.0184,0.00496,0.11545,0.03943
F0,eq_16Perc_HiF0_3_1_con,1.544,119,120.6,15.7,92.4,144.5,52.1,82.59,82.96,2.32,-1.37,6.37,7.74,70,68.3,31.7,0.02043,0.00548,0.00976,0.0011,0.10504,0.11415,0.03823,0.93,-16.9,-18.5,13,0.1408,0.02043,0.00548,0.10504,0.03823
F0,eq_16Perc_HiF0_3_2_con,1.772,110.6,107.5,16.1,87.2,151.6,64.4,81.3,80.98,2.39,-2.36,7.21,9.57,70,67.5,26.5,0.01524,0.00329,0.007,0.0013,0.12365,0.09023,0.05181,-1.12,-15.7,-13.7,14.6,0.08,0.01524,0.00329,0.12365,0.05181
F0,eq_16Perc_HiF0_3_4_con,1.734,121.5,121.3,13.8,96.8,151.4,54.7,82.99,83.07,1.96,-0.57,7.17,7.74,70,67.9,29.1,0.02068,0.00692,0.01155,0.0009,0.08368,0.07004,0.03393,3.84,-12.5,-14.9,13.7,0.1074,0.02068,0.00692,0.08368,0.03393
F0,eq_16Perc_HiF0_3_5_con,2.287,108.8,108.5,10.7,87.4,134.7,47.3,81.1,81.14,1.72,-2.3,5.16,7.47,70,67.9,22.3,0.01722,0.00411,0.00834,0.0009,0.13388,0.15025,0.05393,2.65,-14.3,-14.1,13.3,0.1036,0.01722,0.00411,0.13388,0.05393
F0,eq_16Perc_HiF0_3_6_con,1.949,122.2,121.7,14.2,90.4,143.5,53.1,83.07,83.12,2.06,-1.71,6.24,7.95,70,67.5,24.2,0.01533,0.00364,0.00681,0.001,0.08532,0.0959,0.03033,3.24,-15.3,-18.9,14.5,0.0873,0.01533,0.00364,0.08532,0.03033
F0,eq_16Perc_HiF0_3_7_con,1.799,116.6,108.1,23.3,87.2,160.4,73.2,82.06,81.08,3.31,-2.29,8.18,10.47,70,65.5,22.2,0.01518,0.00337,0.00702,0.0016,0.07879,0.06682,0.03085,2.42,-14.4,-15.9,13.6,0.1307,0.01518,0.00337,0.07879,0.03085
F0,eq_16Perc_HiF0_3_9_con,1.834,117.2,114.3,19.4,87.3,170.2,82.9,82.25,82.04,2.7,-2.35,9.2,11.55,70,67.9,27,0.01814,0.004,0.00794,0.0014,0.10735,0.06151,0.04804,-0.68,-17.5,-19.8,13.1,0.1166,0.01814,0.004,0.10735,0.04804
F0,eq_16Perc_HiF0_4_10_con,2.848,219.8,222.1,27.6,154.1,267.6,113.6,93.22,93.54,2.21,7.48,17.04,9.56,70,67,27.2,0.00834,0.00204,0.00358,0.0006,0.05547,0.04223,0.02216,0.78,-12.9,-15.8,18.5,0.0609,0.00834,0.00204,0.05559,0.02219
F0,eq_16Perc_HiF0_4_1_con,2.242,227.4,234.7,36.5,160.9,292.6,131.7,93.71,94.49,2.89,8.23,18.58,10.35,70,67.5,31.9,0.01041,0.00223,0.00459,0.0007,0.08803,0.07048,0.0307,7.12,-15.1,-21.1,17.7,0.0689,0.01041,0.00223,0.08803,0.0307
F0,eq_16Perc_HiF0_4_2_con,2.343,218.4,206.2,33.9,164.6,275.3,110.7,93.05,92.25,2.66,8.64,17.53,8.89,70,67.7,30.7,0.01096,0.00333,0.00673,0.0007,0.08726,0.07683,0.02858,5.37,-15.7,-18.8,18,0.1111,0.01096,0.00333,0.08726,0.02858
F0,eq_16Perc_HiF0_4_4_con,2.66,223,222,38.8,154.9,332.2,177.3,93.36,93.54,2.91,7.58,20.79,13.21,70,68,42,0.00951,0.00202,0.00404,0.0008,0.07607,0.05427,0.02384,3.68,-13.3,-15.1,17.1,0.0867,0.00951,0.00202,0.07607,0.02384
F0,eq_16Perc_HiF0_4_5_con,3.071,206.8,203.5,26.9,155.7,306.3,150.7,92.16,92.03,2.19,7.7,19.38,11.69,70,68.1,22.5,0.01072,0.00198,0.00418,0.0006,0.07796,0.07457,0.02818,10.05,-13.9,-14.2,16.4,0.0831,0.01072,0.00198,0.07796,0.02818
F0,eq_16Perc_HiF0_4_6_con,2.928,203.4,195.2,33.9,145.3,280.8,135.6,91.79,91.31,2.79,6.47,17.88,11.4,70,67.2,23.2,0.00813,0.00186,0.00386,0.0008,0.08491,0.07189,0.0346,4.02,-12.7,-17.8,17.5,0.0817,0.00813,0.00186,0.08491,0.0346
F0,eq_16Perc_HiF0_4_7_con,2.589,211.8,199,40.5,158.5,306.9,148.4,92.42,91.64,3.17,7.97,19.41,11.44,70,67.3,30.2,0.00859,0.00201,0.00396,0.0009,0.08257,0.06257,0.03017,3.54,-15.5,-20.3,16.9,0.0853,0.00859,0.00201,0.08257,0.03017
F0,eq_16Perc_HiF0_4_9_con,2.532,224.9,219.1,51.1,150.4,340.3,189.8,93.35,93.31,3.7,7.07,21.2,14.13,70,68.8,25.1,0.00786,0.00138,0.00276,0.0009,0.07525,0.0651,0.02766,2.42,-14.5,-16.5,17.6,0.0657,0.00786,0.00138,0.07525,0.02766
F0,eq_16Perc_HiF0_5_10_con,2.091,239.3,237.7,23,194.5,290.8,96.2,94.75,94.71,1.67,11.52,18.48,6.96,70,69.5,20.9,0.00573,0.00128,0.00248,0.0004,0.0895,0.07312,0.03457,5.15,-14.1,-18.4,18.3,0.0636,0.00573,0.00128,0.0895,0.03457
F0,eq_16Perc_HiF0_5_1_con,1.909,248.7,246.5,31.2,198.8,311,112.2,95.36,95.35,2.14,11.9,19.63,7.73,70,69,30.6,0.00685,0.00156,0.00319,0.0005,0.08602,0.08675,0.02931,6.29,-14.7,-22.8,17.7,0.0752,0.00685,0.00156,0.08602,0.02931
F0,eq_16Perc_HiF0_5_2_con,1.994,267.7,264.8,37.6,218.1,335.7,117.6,96.6,96.59,2.41,13.5,20.96,7.46,70,69.9,31,0.00541,0.00129,0.00262,0.0005,0.07,0.07381,0.02317,3.39,-14.1,-15.4,19,0.061,0.00541,0.00129,0.07,0.02317
F0,eq_16Perc_HiF0_5_4_con,2.111,253.6,261.5,28.1,198.8,302.8,104,95.73,96.37,1.95,11.89,19.18,7.28,70,69.5,33.3,0.0054,0.00099,0.00183,0.0004,0.08641,0.09625,0.02912,2.48,-13.8,-16.9,18.2,0.0524,0.0054,0.00099,0.08641,0.02912
F0,eq_16Perc_HiF0_5_5_con,2.36,256,244.8,40.1,201,336.5,135.5,95.79,95.23,2.65,12.09,21.01,8.92,70,68.3,21.9,0.00677,0.00139,0.00292,0.0006,0.08212,0.07944,0.02596,3.15,-11.9,-13.2,16.9,0.0745,0.00677,0.00139,0.08212,0.02596
F0,eq_16Perc_HiF0_5_6_con,2.081,255.8,249.4,32,197.5,308.6,111.2,95.85,95.55,2.17,11.78,19.51,7.73,70,67.9,20.9,0.00522,0.00108,0.00218,0.0005,0.06808,0.06355,0.02586,6.25,-14.2,-20.1,19.5,0.0508,0.00522,0.00108,0.06808,0.02586
F0,eq_16Perc_HiF0_5_7_con,2.226,271.4,259.2,47.3,197,379.8,182.8,96.76,96.22,2.96,11.74,23.09,11.35,70,69.2,25,0.00528,0.00078,0.00152,0.0006,0.09485,0.086,0.03296,5.53,-11.2,-16.3,18,0.0567,0.00528,0.00078,0.09485,0.03296
F0,eq_16Perc_HiF0_5_9_con,1.991,272.7,254.4,58.7,203.6,398.2,194.5,96.72,95.89,3.51,12.34,23.92,11.58,70,67.9,22.4,0.00545,0.001,0.00193,0.0007,0.0869,0.0673,0.03565,3.19,-12,-20.5,17.7,0.0604,0.00545,0.001,0.08694,0.03565
F0,eq_16Perc_HiF0_6_10_con,1.984,223.7,222.8,19.1,174.4,264.3,89.9,93.6,93.59,1.51,9.63,16.83,7.2,70,68,19.4,0.00603,0.00121,0.00234,0.0004,0.07948,0.06558,0.02954,3.68,-15,-25.5,20.1,0.0528,0.00603,0.00121,0.07948,0.02954
F0,eq_16Perc_HiF0_6_1_con,2.068,225.7,217.5,30.2,178,309,131,93.67,93.18,2.26,9.99,19.52,9.52,70,67.9,26.1,0.00756,0.00148,0.00269,0.0006,0.06966,0.0744,0.02262,4.41,-16.4,-21.6,18.3,0.058,0.00756,0.00148,0.06966,0.02262
F0,eq_16Perc_HiF0_6_2_con,2.056,218.9,212.3,22.2,186.6,260.3,73.7,93.21,92.76,1.72,10.8,16.56,5.77,70,68.7,30.7,0.00672,0.00199,0.00388,0.0005,0.07809,0.08414,0.02852,4.36,-19.8,-20,20.4,0.0414,0.00672,0.00199,0.07809,0.02852
F0,eq_16Perc_HiF0_6_4_con,2.808,219.2,225,24.8,167.6,273.1,105.5,93.2,93.76,1.99,8.94,17.39,8.45,70,68.2,30.4,0.00686,0.00131,0.00257,0.0005,0.07809,0.07472,0.02852,0.23,-18.7,-20.2,20.6,0.0379,0.00686,0.00131,0.07809,0.02852
